session	sujet	numero	xc_real	xc	trial	stimuli	keyword	accuracy	rt_trial	conf	rt_conf	accuracy_pred	pred	rt_pred	lottery1	lottery2	gain	elicit	gain_pred	elicit_pred	payment_conf	payment_pred	payment_final
1	1	1	5	5	1	0	1	1	1.42518050179133	0.8	2.40186945043752	NaN	NaN	NaN	83	72	3	1	NaN	NaN	112	28	26
1	1	1	5	5	2	0	1	1	1.29954946678408	1	1.20863514326265	NaN	NaN	NaN	84	50	1	1	NaN	NaN	112	28	26
1	1	1	5	5	3	1	2	1	1.39934220807772	0.8	1.16044786679413	NaN	NaN	NaN	99	0	3	1	NaN	NaN	112	28	26
1	1	1	5	5	4	0	1	1	1.36884335977738	1	1.18769397826327	NaN	NaN	NaN	56	66	1	1	NaN	NaN	112	28	26
1	1	1	5	5	5	0	1	1	1.7423788982589	0.6	2.49009571271017	1	0.9	0.781448819998332	72	60	3	1	1	1	112	28	26
1	1	1	5	5	6	0	1	1	1.17145820554215	0.7	1.04597678911159	NaN	NaN	NaN	41	17	1	1	NaN	NaN	112	28	26
1	1	1	5	5	7	0	2	0	2.37644086248038	0.5	0.866998962232174	NaN	NaN	NaN	97	87	3	1	NaN	NaN	112	28	26
1	1	1	5	5	8	1	1	0	1.50927168696508	0.6	1.16208925081446	NaN	NaN	NaN	99	65	3	1	NaN	NaN	112	28	26
1	1	1	5	5	9	1	2	1	2.17246772236395	0.6	1.24682307112744	NaN	NaN	NaN	90	39	3	1	NaN	NaN	112	28	26
1	1	1	5	5	10	1	1	0	1.64766879409508	0.6	1.1267367411383	0	0.7	0.588488245597546	82	56	3	1	3	1	112	28	26
1	1	1	5	5	11	1	2	1	2.04114072236844	0.6	0.872839693445712	NaN	NaN	NaN	81	9	3	1	NaN	NaN	112	28	26
1	1	1	5	5	12	1	1	0	1.39759484583847	0.8	1.88671104781679	NaN	NaN	NaN	46	13	2	0	NaN	NaN	112	28	26
1	1	1	5	5	13	1	2	1	1.65200651744744	0.9	0.611144279719156	NaN	NaN	NaN	84	23	1	1	NaN	NaN	112	28	26
1	1	1	5	5	14	1	1	0	1.31934886422387	0.8	0.620147505185742	NaN	NaN	NaN	63	41	2	0	NaN	NaN	112	28	26
1	1	1	5	5	15	1	2	1	2.35042962820371	0.5	0.665425807957945	1	0.8	0.721710739635455	40	76	1	1	1	1	112	28	26
1	1	1	5	5	16	1	2	1	1.65118141925923	0.6	1.46639590943596	NaN	NaN	NaN	41	53	1	1	NaN	NaN	112	28	26
1	1	1	5	5	17	1	1	0	2.15952431552723	0.6	1.17855989010059	NaN	NaN	NaN	79	97	4	0	NaN	NaN	112	28	26
1	1	1	5	5	18	0	1	1	1.32615344766527	0.9	0.602586709999741	NaN	NaN	NaN	51	49	1	1	NaN	NaN	112	28	26
1	1	1	5	5	19	1	2	1	2.06884860310238	1	0.939315199946577	NaN	NaN	NaN	66	19	1	1	NaN	NaN	112	28	26
1	1	1	5	5	20	0	1	1	1.350153170267	1	1.00934695179967	1	0.9	0.579002718077391	42	26	1	1	1	1	112	28	26
1	1	1	5	5	21	1	1	0	1.24381714350529	0.6	0.819740236212965	NaN	NaN	NaN	41	69	2	0	NaN	NaN	112	28	26
1	1	1	5	5	22	0	1	1	1.14762788986191	1	2.45499267583364	NaN	NaN	NaN	52	50	1	1	NaN	NaN	112	28	26
1	1	1	5	5	23	1	2	1	1.37127993461327	0.7	1.25368356131366	NaN	NaN	NaN	55	11	1	1	NaN	NaN	112	28	26
1	1	1	5	5	24	0	1	1	1.38716393856448	0.6	0.941292498213443	NaN	NaN	NaN	65	90	4	0	NaN	NaN	112	28	26
1	1	1	5	5	25	1	2	1	2.02027235710848	0.6	1.29272940210649	1	0.7	1.55704521558437	60	9	3	1	1	1	112	28	26
1	1	1	5	5	26	1	1	0	1.75597844996737	0.6	1.3991735364034	NaN	NaN	NaN	84	49	3	1	NaN	NaN	112	28	26
1	1	1	5	5	27	1	2	1	2.17711164294742	0.9	0.891607176268735	NaN	NaN	NaN	78	95	1	1	NaN	NaN	112	28	26
1	1	1	5	5	28	0	1	1	1.28489197243034	0.8	1.17093791689331	NaN	NaN	NaN	71	92	1	1	NaN	NaN	112	28	26
1	1	1	5	5	29	0	1	1	1.2578309405355	1	0.937184091340896	NaN	NaN	NaN	89	5	1	1	NaN	NaN	112	28	26
1	1	1	5	5	30	1	2	1	1.47087286060123	0.7	1.18176655544812	1	0.8	1.02362236595218	77	18	3	1	1	1	112	28	26
1	1	1	5	5	31	1	2	1	1.30049320479811	0.9	1.98604986306964	NaN	NaN	NaN	69	69	1	1	NaN	NaN	112	28	26
1	1	1	5	5	32	1	1	0	1.48037754559045	0.6	0.565993065039947	NaN	NaN	NaN	60	4	3	1	NaN	NaN	112	28	26
1	1	1	5	5	33	1	2	1	2.53492365776692	0.5	0.530578405385313	NaN	NaN	NaN	78	75	3	1	NaN	NaN	112	28	26
1	1	1	5	5	34	0	1	1	1.30285194214521	0.9	0.420149208141083	NaN	NaN	NaN	78	90	1	1	NaN	NaN	112	28	26
1	1	1	5	5	35	1	2	1	1.97430625809211	0.6	1.04865766100556	1	0.8	0.81247638539935	94	65	3	1	3	1	112	28	26
1	1	1	5	5	36	0	1	1	1.41934633897763	0.5	0.964128582651028	NaN	NaN	NaN	84	66	3	1	NaN	NaN	112	28	26
1	1	1	5	5	37	1	1	0	1.66301031893745	1	0.61383903710157	NaN	NaN	NaN	62	44	2	0	NaN	NaN	112	28	26
1	1	1	5	5	38	1	1	0	1.28530873486234	0.8	0.843256255266169	NaN	NaN	NaN	94	78	3	1	NaN	NaN	112	28	26
1	1	1	5	5	39	1	2	1	1.43369010777606	0.9	1.76154388449868	NaN	NaN	NaN	93	80	3	1	NaN	NaN	112	28	26
1	1	1	5	5	40	1	2	1	1.84949269387944	0.6	1.45681589804008	1	0.8	4.8902068323514	51	16	1	1	1	1	112	28	26
1	1	1	5	5	41	1	1	0	3.49212862900386	0.5	0.43327436788968	NaN	NaN	NaN	88	81	3	1	NaN	NaN	112	28	26
1	1	1	5	5	42	1	1	0	1.73532460141651	0.7	1.83504276428721	NaN	NaN	NaN	75	40	3	1	NaN	NaN	112	28	26
1	1	1	5	5	43	1	2	1	1.38893641349132	0.6	0.790946936587716	NaN	NaN	NaN	65	78	4	0	NaN	NaN	112	28	26
1	1	1	5	5	44	0	1	1	1.20381204312725	0.8	1.08510516796014	NaN	NaN	NaN	59	48	1	1	NaN	NaN	112	28	26
1	1	1	5	5	45	0	1	1	2.7966957300443	0.9	0.741452059257426	1	0.6	1.43094091591047	84	89	1	1	4	0	112	28	26
1	1	1	5	5	46	0	1	1	1.14730592090127	1	0.758471974979329	NaN	NaN	NaN	49	88	1	1	NaN	NaN	112	28	26
1	1	1	5	5	47	1	2	1	1.76000072746247	0.8	0.626560408454679	NaN	NaN	NaN	55	42	1	1	NaN	NaN	112	28	26
1	1	1	5	5	48	0	1	1	1.31131552121878	0.8	1.08503026933249	NaN	NaN	NaN	73	76	1	1	NaN	NaN	112	28	26
1	1	1	5	5	49	1	2	1	1.39799584609791	0.9	2.17499995223625	NaN	NaN	NaN	76	84	1	1	NaN	NaN	112	28	26
1	1	1	5	5	50	0	1	1	1.17977425112913	0.8	1.46171766716361	1	0.8	0.995812100445619	60	52	1	1	1	1	112	28	26
1	1	1	5	5	51	1	1	0	1.21623598713559	0.5	1.18477967561557	NaN	NaN	NaN	51	68	4	0	NaN	NaN	112	28	26
1	1	1	5	5	52	1	2	1	1.2243448125766	0.7	0.641144889359566	NaN	NaN	NaN	55	2	1	1	NaN	NaN	112	28	26
1	1	1	5	5	53	1	2	1	1.36640478795307	1	0.56112156348172	NaN	NaN	NaN	58	24	1	1	NaN	NaN	112	28	26
1	1	1	5	5	54	1	1	0	1.38419954922865	0.5	0.386203129575733	NaN	NaN	NaN	86	100	4	0	NaN	NaN	112	28	26
1	1	1	5	5	55	0	1	1	1.11572940706101	1	1.89632349783642	1	0.7	1.42373676413263	95	14	1	1	3	1	112	28	26
1	1	1	5	5	56	1	1	0	1.47223554131706	0.5	0.446585487534321	NaN	NaN	NaN	51	74	4	0	NaN	NaN	112	28	26
1	1	1	5	5	57	1	2	1	1.85123790875441	0.6	1.1783199779893	NaN	NaN	NaN	87	73	3	1	NaN	NaN	112	28	26
1	1	1	5	5	58	1	1	0	2.51871524913004	0.5	0.290834982981323	NaN	NaN	NaN	42	39	2	0	NaN	NaN	112	28	26
1	1	1	5	5	59	1	1	0	2.4513826123577	0.5	0.370230419353902	NaN	NaN	NaN	73	79	4	0	NaN	NaN	112	28	26
1	1	1	5	5	60	1	1	0	1.56500754672306	0.5	1.4792142757542	0	0.5	1.09120748621717	55	39	3	1	3	1	112	28	26
1	1	1	5	5	61	0	1	1	1.15713041545969	1	1.42472198134783	NaN	NaN	NaN	56	38	1	1	NaN	NaN	112	28	26
1	1	1	5	5	62	0	1	1	1.18491761939658	1	0.994945020978776	NaN	NaN	NaN	82	72	1	1	NaN	NaN	112	28	26
1	1	1	5	5	63	1	1	0	1.65935304182785	0.7	0.642568733943335	NaN	NaN	NaN	80	22	3	1	NaN	NaN	112	28	26
1	1	1	5	5	64	1	1	0	1.99385733195159	0.5	0.755764962177636	NaN	NaN	NaN	52	21	3	1	NaN	NaN	112	28	26
1	1	1	5	5	65	1	1	0	1.95635485694875	0.5	1.0554017125105	0	0.6	1.05219769660107	73	95	4	0	4	0	112	28	26
1	1	1	5	5	66	1	1	0	1.1286127061896	1	0.556430028376781	NaN	NaN	NaN	50	81	2	0	NaN	NaN	112	28	26
1	1	1	5	5	67	1	2	1	1.2647607534338	0.7	0.367454281629762	NaN	NaN	NaN	54	62	1	1	NaN	NaN	112	28	26
1	1	1	5	5	68	0	1	1	1.20843954236188	0.9	0.489750898716011	NaN	NaN	NaN	76	31	1	1	NaN	NaN	112	28	26
1	1	1	5	5	69	0	1	1	1.05744504185641	1	1.03292955142024	NaN	NaN	NaN	69	9	1	1	NaN	NaN	112	28	26
1	1	1	5	5	70	1	2	1	1.21859125664123	1	0.891175249624212	1	0.7	0.857671064586612	83	52	1	1	3	1	112	28	26
1	1	1	5	5	71	1	2	1	1.20372758309823	1	0.589036279747234	NaN	NaN	NaN	61	55	1	1	NaN	NaN	112	28	26
1	1	1	5	5	72	0	1	1	1.39098368126288	0.7	1.12915779404648	NaN	NaN	NaN	88	2	3	1	NaN	NaN	112	28	26
1	1	1	5	5	73	0	1	1	1.2960772862345	0.6	0.93346348531486	NaN	NaN	NaN	52	39	1	1	NaN	NaN	112	28	26
1	1	1	5	5	74	0	1	1	1.22447516399479	1	1.1614771355089	NaN	NaN	NaN	68	5	1	1	NaN	NaN	112	28	26
1	1	1	5	5	75	0	1	1	1.18774953436441	0.9	0.83777053951053	1	0.8	1.73249556021256	88	86	1	1	3	1	112	28	26
1	1	1	5	5	76	0	1	1	1.1827794105986	0.8	0.872954282691353	NaN	NaN	NaN	93	7	3	1	NaN	NaN	112	28	26
1	1	1	5	5	77	1	2	1	1.67826013565646	0.7	0.48455399078739	NaN	NaN	NaN	43	44	1	1	NaN	NaN	112	28	26
1	1	1	5	5	78	0	2	0	2.0385016941138	0.5	0.334186709289497	NaN	NaN	NaN	84	10	3	1	NaN	NaN	112	28	26
1	1	1	5	5	79	1	1	0	1.25746863805689	0.5	0.561009774399281	NaN	NaN	NaN	77	39	3	1	NaN	NaN	112	28	26
1	1	1	5	5	80	0	1	1	1.52618637917039	0.5	0.610431536377291	1	0.6	0.440227510207478	86	62	3	1	3	1	112	28	26
1	1	1	5	5	81	0	1	1	1.2270798284655	0.9	0.619768943764939	NaN	NaN	NaN	69	77	1	1	NaN	NaN	112	28	26
1	1	1	5	5	82	1	2	1	1.41847277214329	0.6	0.786920268128597	NaN	NaN	NaN	60	87	4	0	NaN	NaN	112	28	26
1	1	1	5	5	83	1	1	0	1.36575059159368	0.5	0.640292814176064	NaN	NaN	NaN	94	57	3	1	NaN	NaN	112	28	26
1	1	1	5	5	84	1	2	1	1.13701850183425	0.5	0.381014537586452	NaN	NaN	NaN	40	92	1	1	NaN	NaN	112	28	26
1	1	1	5	5	85	0	2	0	1.16973604304003	0.8	0.420393959153444	0	0.6	0.742192276011338	80	89	4	0	4	0	112	28	26
1	1	1	5	5	86	1	2	1	1.19092715319784	0.7	0.49698293327674	NaN	NaN	NaN	62	61	1	1	NaN	NaN	112	28	26
1	1	1	5	5	87	1	2	1	1.17367701556141	0.7	0.528315498930169	NaN	NaN	NaN	87	50	3	1	NaN	NaN	112	28	26
1	1	1	5	5	88	1	1	0	1.23727381026329	0.5	0.373113693363848	NaN	NaN	NaN	61	60	3	1	NaN	NaN	112	28	26
1	1	1	5	5	89	0	1	1	1.22863411752332	0.5	1.21263660562181	NaN	NaN	NaN	63	88	4	0	NaN	NaN	112	28	26
1	1	1	5	5	90	0	1	1	1.19957164273656	0.7	1.76848404357588	1	0.6	0.704541783841705	80	80	3	1	3	1	112	28	26
1	1	1	5	5	91	1	2	1	2.12103002165459	0.5	0.805307770340733	NaN	NaN	NaN	86	64	3	1	NaN	NaN	112	28	26
1	1	1	5	5	92	1	1	0	1.92015759272108	0.5	0.708629790253326	NaN	NaN	NaN	61	22	3	1	NaN	NaN	112	28	26
1	1	1	5	5	93	0	1	1	1.15640335036296	1	0.9836894008331	NaN	NaN	NaN	70	55	1	1	NaN	NaN	112	28	26
1	1	1	5	5	94	1	1	0	1.28383905585652	0.8	0.665921784973762	NaN	NaN	NaN	57	53	2	0	NaN	NaN	112	28	26
1	1	1	5	5	95	1	2	1	2.08486820993057	0.5	0.93050963393398	1	0.7	1.31614780310701	84	73	3	1	3	1	112	28	26
1	1	1	5	5	96	1	2	1	1.21460570400377	0.6	0.655147224955726	NaN	NaN	NaN	54	81	1	1	NaN	NaN	112	28	26
1	1	1	5	5	97	1	1	0	1.14198776262419	0.8	0.425600930204382	NaN	NaN	NaN	90	89	3	1	NaN	NaN	112	28	26
1	1	1	5	5	98	1	2	1	1.34071578092626	0.8	1.65672737115528	NaN	NaN	NaN	83	21	3	1	NaN	NaN	112	28	26
1	1	1	5	5	99	0	1	1	1.64874449272174	0.7	1.2400875460844	NaN	NaN	NaN	90	26	3	1	NaN	NaN	112	28	26
1	1	1	5	5	100	1	2	1	1.14262366979819	0.9	0.355106496925146	1	0.7	0.862353405915201	88	68	1	1	3	1	112	28	26
1	1	1	5	5	101	0	1	1	1.18308900065604	1	1.63319685308306	NaN	NaN	NaN	63	37	1	1	NaN	NaN	112	28	26
1	1	1	5	5	102	0	1	1	1.20884142647919	0.9	0.385985314162099	NaN	NaN	NaN	68	31	1	1	NaN	NaN	112	28	26
1	1	1	5	5	103	1	2	1	1.94263017450357	0.5	0.314332656231272	NaN	NaN	NaN	100	3	3	1	NaN	NaN	112	28	26
1	1	1	5	5	104	1	2	1	1.68851840028874	0.5	0.317908520446508	NaN	NaN	NaN	98	87	3	1	NaN	NaN	112	28	26
1	1	1	5	5	105	0	1	1	1.21127654285301	0.6	0.500811789079307	1	0.6	0.713818373751565	73	67	3	1	3	1	112	28	26
1	1	1	5	5	106	1	2	1	1.80750779864611	0.5	0.464596232828626	NaN	NaN	NaN	87	41	3	1	NaN	NaN	112	28	26
1	1	1	5	5	107	0	1	1	1.30676307735048	0.7	1.56014022418458	NaN	NaN	NaN	71	52	3	1	NaN	NaN	112	28	26
1	1	1	5	5	108	0	1	1	1.30659766404933	0.7	0.351803155052039	NaN	NaN	NaN	75	86	4	0	NaN	NaN	112	28	26
1	1	1	5	5	109	1	1	0	1.09979597206184	0.6	1.03314079879419	NaN	NaN	NaN	56	82	2	0	NaN	NaN	112	28	26
1	1	1	5	5	110	1	2	1	1.13980226942949	0.7	0.359727136212314	1	0.6	1.11182354879202	87	95	4	0	4	0	112	28	26
1	1	1	5	5	111	0	1	1	1.14288020741078	0.8	0.354956759110792	NaN	NaN	NaN	86	29	3	1	NaN	NaN	112	28	26
1	1	1	5	5	112	0	1	1	1.301292723597	0.7	1.37048390275595	NaN	NaN	NaN	64	55	1	1	NaN	NaN	112	28	26
1	1	1	5	5	113	1	1	0	1.74813766001826	0.5	0.511392521213566	NaN	NaN	NaN	61	16	3	1	NaN	NaN	112	28	26
1	1	1	5	5	114	1	2	1	1.63619210405086	0.8	0.516167797723028	NaN	NaN	NaN	86	32	3	1	NaN	NaN	112	28	26
1	1	1	5	5	115	1	2	1	1.43166688486162	0.7	2.15955991663941	1	0.7	1.76902251951469	91	90	3	1	3	1	112	28	26
1	1	1	5	5	116	0	1	1	1.10742211049292	0.9	0.528478148153226	NaN	NaN	NaN	58	95	1	1	NaN	NaN	112	28	26
1	1	1	5	5	117	1	2	1	1.60471478066684	0.5	0.334032661539823	NaN	NaN	NaN	80	83	4	0	NaN	NaN	112	28	26
1	1	1	5	5	118	1	2	1	1.49583933750109	0.5	0.388838588100043	NaN	NaN	NaN	94	54	3	1	NaN	NaN	112	28	26
1	1	1	5	5	119	1	2	1	1.61301771988219	0.5	0.533443498829001	NaN	NaN	NaN	68	96	4	0	NaN	NaN	112	28	26
1	1	1	5	5	120	0	1	1	1.22823869318308	0.9	0.45202514949051	1	0.5	0.857315556248068	64	52	1	1	3	1	112	28	26
1	1	1	5	5	121	0	2	0	1.54694141834188	0.5	0.326143624792167	NaN	NaN	NaN	44	51	2	0	NaN	NaN	112	28	26
1	1	1	5	5	122	0	1	1	1.05268728142182	0.7	4.56413758925191	NaN	NaN	NaN	100	94	3	1	NaN	NaN	112	28	26
1	1	1	5	5	123	1	2	1	1.08005156071813	0.7	1.61443229391443	NaN	NaN	NaN	81	89	4	0	NaN	NaN	112	28	26
1	1	1	5	5	124	1	2	1	1.262309718498	0.5	0.293398597794294	NaN	NaN	NaN	86	76	3	1	NaN	NaN	112	28	26
1	1	1	5	5	125	1	2	1	1.11638396432245	0.5	0.345206700374547	1	0.6	0.715453724002146	53	39	3	1	1	1	112	28	26
1	1	1	5	5	126	0	1	1	1.854701499152	0.5	0.325943553318211	NaN	NaN	NaN	95	47	3	1	NaN	NaN	112	28	26
1	1	1	5	5	127	1	2	1	1.28573739217172	0.6	1.09989870075515	NaN	NaN	NaN	77	10	3	1	NaN	NaN	112	28	26
1	1	1	5	5	128	0	1	1	1.30417043654888	1	0.381648357899394	NaN	NaN	NaN	53	74	1	1	NaN	NaN	112	28	26
1	1	1	5	5	129	1	1	0	1.56761610325993	0.6	0.314361669836217	NaN	NaN	NaN	63	24	3	1	NaN	NaN	112	28	26
1	1	1	5	5	130	0	1	1	1.16686064304231	1	1.18514140949628	1	0.6	0.844332889049838	71	56	1	1	3	1	112	28	26
1	1	1	5	5	131	1	2	1	1.42732208501839	0.5	0.355854710818676	NaN	NaN	NaN	88	95	4	0	NaN	NaN	112	28	26
1	1	1	5	5	132	1	1	0	1.25471509592098	0.7	0.36604961609919	NaN	NaN	NaN	48	70	2	0	NaN	NaN	112	28	26
1	1	1	5	5	133	0	1	1	1.19203724533436	0.9	1.01033359492794	NaN	NaN	NaN	66	61	1	1	NaN	NaN	112	28	26
1	1	1	5	5	134	0	1	1	1.16279917452557	1	0.341562803492707	NaN	NaN	NaN	58	92	1	1	NaN	NaN	112	28	26
1	1	1	5	5	135	1	1	0	1.18864773587775	0.6	0.414487017824285	0	0.7	0.721562887349137	64	74	4	0	2	0	112	28	26
1	1	1	5	5	136	1	1	0	1.63543600447447	0.6	0.371209784309031	NaN	NaN	NaN	47	3	2	0	NaN	NaN	112	28	26
1	1	1	5	5	137	1	2	1	1.6850503640846	0.5	0.291328051913297	NaN	NaN	NaN	100	64	3	1	NaN	NaN	112	28	26
1	1	1	5	5	138	0	1	1	1.19864134545351	0.5	0.375920883430808	NaN	NaN	NaN	66	97	4	0	NaN	NaN	112	28	26
1	1	1	5	5	139	1	1	0	2.10773358749721	0.7	0.288830066943774	NaN	NaN	NaN	42	92	2	0	NaN	NaN	112	28	26
1	1	1	5	5	140	1	2	1	1.1012468569781	0.5	1.36274947881611	1	0.6	0.840254933726101	43	77	1	1	1	1	112	28	26
1	1	1	5	5	141	0	1	1	1.25297405864985	0.6	0.316406212805305	NaN	NaN	NaN	63	42	3	1	NaN	NaN	112	28	26
1	1	1	5	5	142	1	1	0	1.25646643408545	0.5	0.279601131180243	NaN	NaN	NaN	61	70	4	0	NaN	NaN	112	28	26
1	1	1	5	5	143	0	1	1	1.28647384069627	0.8	2.57240060928598	NaN	NaN	NaN	90	23	3	1	NaN	NaN	112	28	26
1	1	1	5	5	144	0	1	1	1.21511315802782	1	0.367841769333609	NaN	NaN	NaN	65	17	1	1	NaN	NaN	112	28	26
1	1	1	5	5	145	0	1	1	1.20460950478737	1	0.382299378328753	1	0.8	1.31770216151199	69	56	1	1	1	1	112	28	26
1	1	1	5	5	146	1	1	0	1.17347415630429	0.8	0.400219158535037	NaN	NaN	NaN	48	42	2	0	NaN	NaN	112	28	26
1	1	1	5	5	147	0	1	1	1.12965091888254	0.7	0.829547356577677	NaN	NaN	NaN	77	59	3	1	NaN	NaN	112	28	26
1	1	1	5	5	148	1	2	1	1.41366456660326	0.5	0.270240752088284	NaN	NaN	NaN	88	31	3	1	NaN	NaN	112	28	26
1	1	1	5	5	149	1	2	1	1.43701908246221	0.6	0.365092449741496	NaN	NaN	NaN	54	3	1	1	NaN	NaN	112	28	26
1	1	1	5	5	150	0	1	1	1.05790754247864	1	0.409369041772152	1	0.7	2.54242082964629	64	42	1	1	1	1	112	28	26
1	1	1	5	5	151	1	2	1	1.13595475221809	0.6	1.02820290312957	NaN	NaN	NaN	66	31	3	1	NaN	NaN	112	28	26
1	1	1	5	5	152	0	1	1	1.09857753709657	0.6	0.295912056571979	NaN	NaN	NaN	66	45	3	1	NaN	NaN	112	28	26
1	1	1	5	5	153	1	2	1	1.06803526321091	0.8	0.290798201156576	NaN	NaN	NaN	75	52	1	1	NaN	NaN	112	28	26
1	1	1	5	5	154	1	2	1	1.19900968382281	0.7	0.256211445161171	NaN	NaN	NaN	86	9	3	1	NaN	NaN	112	28	26
1	1	1	5	5	155	1	2	1	1.07246349415727	0.9	0.462945177019719	1	0.6	1.36418108878934	99	94	3	1	3	1	112	28	26
1	1	1	5	5	156	0	1	1	1.26065434708944	0.6	1.19543860012709	NaN	NaN	NaN	77	68	3	1	NaN	NaN	112	28	26
1	1	1	5	5	157	0	1	1	1.08875972239111	0.7	1.6311532481086	NaN	NaN	NaN	64	57	1	1	NaN	NaN	112	28	26
1	1	1	5	5	158	1	2	1	1.16768936757144	0.6	2.52257846411885	NaN	NaN	NaN	48	64	1	1	NaN	NaN	112	28	26
1	1	1	5	5	159	1	1	0	1.23514283753248	0.8	0.291100771690253	NaN	NaN	NaN	68	82	2	0	NaN	NaN	112	28	26
1	1	1	5	5	160	0	1	1	1.07125455407295	0.8	1.04589180012044	1	0.6	2.17722208572377	92	46	3	1	3	1	112	28	26
1	1	1	5	5	161	0	2	0	1.14827755372899	1	0.527780646862084	NaN	NaN	NaN	95	5	2	0	NaN	NaN	112	28	26
1	1	1	5	5	162	0	1	1	1.0510308181103	0.5	0.330750228218676	NaN	NaN	NaN	55	38	3	1	NaN	NaN	112	28	26
1	1	1	5	5	163	1	1	0	1.62077320239332	0.7	0.325378788573289	NaN	NaN	NaN	49	73	2	0	NaN	NaN	112	28	26
1	1	1	5	5	164	0	1	1	1.20196966131989	0.9	0.371421067771735	NaN	NaN	NaN	82	31	1	1	NaN	NaN	112	28	26
1	1	1	5	5	165	1	1	0	1.65573437758503	0.5	0.318977430950326	0	0.7	1.06815499352524	40	43	2	0	2	0	112	28	26
1	1	1	5	5	166	0	1	1	1.10644689271357	1	0.303624970809324	NaN	NaN	NaN	70	86	1	1	NaN	NaN	112	28	26
1	1	1	5	5	167	0	1	1	1.30801562595225	0.8	0.225410134597041	NaN	NaN	NaN	49	10	1	1	NaN	NaN	112	28	26
1	1	1	5	5	168	1	1	0	1.25263089878645	0.5	0.300348468295852	NaN	NaN	NaN	53	97	4	0	NaN	NaN	112	28	26
1	1	1	5	5	169	0	1	1	1.06699062329717	0.9	1.02575395257009	NaN	NaN	NaN	87	88	1	1	NaN	NaN	112	28	26
1	1	1	5	5	170	0	1	1	1.10981568680581	0.9	0.243314516712417	1	0.7	0.663346831854142	58	23	1	1	1	1	112	28	26
1	1	1	5	5	171	1	2	1	1.46737428934212	0.7	0.601861759354506	NaN	NaN	NaN	47	10	1	1	NaN	NaN	112	28	26
1	1	1	5	5	172	1	2	1	2.20277528146762	0.6	0.275628336035879	NaN	NaN	NaN	56	32	1	1	NaN	NaN	112	28	26
1	1	1	5	5	173	1	1	0	1.06641882983167	0.7	0.345436146002612	NaN	NaN	NaN	62	29	2	0	NaN	NaN	112	28	26
1	1	1	5	5	174	1	2	1	1.40453912838639	0.8	0.32590518069992	NaN	NaN	NaN	88	79	3	1	NaN	NaN	112	28	26
1	1	1	5	5	175	0	1	1	0.96118100068561	0.8	0.436718115106487	1	0.6	0.830766459206643	56	76	1	1	1	1	112	28	26
1	1	1	5	5	176	1	2	1	1.47841209973485	0.7	0.300381550528982	NaN	NaN	NaN	97	93	3	1	NaN	NaN	112	28	26
1	1	1	5	5	177	1	2	1	1.24171165639127	0.7	1.20971548194575	NaN	NaN	NaN	99	21	3	1	NaN	NaN	112	28	26
1	1	1	5	5	178	1	2	1	1.13833982648357	0.8	0.278180254827021	NaN	NaN	NaN	72	35	1	1	NaN	NaN	112	28	26
1	1	1	5	5	179	1	2	1	1.10007576656353	0.5	0.297787656127184	NaN	NaN	NaN	53	16	3	1	NaN	NaN	112	28	26
1	1	1	5	5	180	0	2	0	1.49875355876356	0.5	0.263983682678372	0	0.6	1.00246019156111	54	48	3	1	2	0	112	28	26
1	1	1	5	5	181	0	1	1	1.11932378549609	0.5	0.355974890844664	NaN	NaN	NaN	61	62	4	0	NaN	NaN	112	28	26
1	1	1	5	5	182	1	1	0	1.2395625961537	0.9	0.263457822704368	NaN	NaN	NaN	68	35	2	0	NaN	NaN	112	28	26
1	1	1	5	5	183	0	1	1	1.03081549999042	1	0.294921377368155	NaN	NaN	NaN	86	54	1	1	NaN	NaN	112	28	26
1	1	1	5	5	184	1	2	1	1.22294826095385	0.7	0.647754872163205	NaN	NaN	NaN	95	23	3	1	NaN	NaN	112	28	26
1	1	1	5	5	185	0	1	1	1.18725934945833	1	0.412819823723112	1	0.6	0.776483051100513	47	90	1	1	1	1	112	28	26
1	1	1	5	5	186	0	1	1	1.28129863211434	0.7	0.279131490733562	NaN	NaN	NaN	99	1	3	1	NaN	NaN	112	28	26
1	1	1	5	5	187	1	2	1	1.03725865348606	1	1.76547256551203	NaN	NaN	NaN	99	63	1	1	NaN	NaN	112	28	26
1	1	1	5	5	188	0	1	1	1.09563888283374	0.8	0.293473911813635	NaN	NaN	NaN	78	63	1	1	NaN	NaN	112	28	26
1	1	1	5	5	189	0	1	1	1.20915211126994	0.6	0.258650750816742	NaN	NaN	NaN	100	72	3	1	NaN	NaN	112	28	26
1	1	1	5	5	190	1	2	1	1.49476179544508	0.5	0.340541237183061	1	0.7	0.948933755211328	81	98	4	0	4	0	112	28	26
1	1	1	5	5	191	1	1	0	1.04870930133911	0.9	0.264089585885813	NaN	NaN	NaN	75	82	2	0	NaN	NaN	112	28	26
1	1	1	5	5	192	0	1	1	1.06282444573226	0.9	0.509797011243791	NaN	NaN	NaN	81	61	1	1	NaN	NaN	112	28	26
1	1	1	5	5	193	0	1	1	1.03512538867581	0.8	0.570843706522282	NaN	NaN	NaN	81	70	3	1	NaN	NaN	112	28	26
1	1	1	5	5	194	0	1	1	1.12489775073773	0.6	0.233773395229946	NaN	NaN	NaN	55	95	1	1	NaN	NaN	112	28	26
